0.3525, 0.1242
1.5926, 0.2018
-1.1083, 0.2018
-0.5309, 0.9543
-1.6210, -0.3296
0.8471, 1.0110
-0.7605, 0.8139
0.8619, -0.5762
-0.7590, -0.4543
1.0208, 0.9332
-0.7017, 1.0497
0.3019, -0.4204
-1.3968, -0.2248
0.6817, 0.7876
0.0285, 0.9747
1.5642, -0.8212
0.8595, 0.5633
1.2296, -0.9212
-0.6146, -0.9212
-0.4463, 1.1821
-1.7693, -0.4695
0.3381, 0.6673
-1.0556, 1.2300
1.4088, -0.4979
-1.5410, -0.8945
0.1244, 0.5464
-1.3862, 1.0992
1.0655, -0.3073
-1.2455, 0.3757
0.4543, 0.7568
-1.3436, 1.2378
0.5218, 0.3641
0.7891, 0.7142
0.9440, -0.4315
-1.0106, -0.4315
-0.4059, 0.8632
-0.6292, -0.3655
0.7496, 0.4019
-0.5423, 0.7980
0.9242, -0.1305
-1.1689, 0.3569
0.6980, 0.6003
-0.5045, 1.4613
1.3706, -0.1232
-1.2827, -0.4715
0.6337, 0.9872
-0.6852, 1.1340
1.1486, -0.1676
0.0551, -0.2304
0.6898, -0.1698
-1.4451, -0.1698
-0.9086, 1.0723
-1.5549, -1.0464
0.5602, 0.6160
-0.8875, 0.8669
1.5612, -0.4314
-0.7799, -0.1206
0.4234, 1.7144
-0.7879, 0.6842
0.7136, -0.3564
-1.0393, -0.2422
1.0675, 0.4363
-0.0311, 0.6791
0.2681, -0.1079
0.8637, 0.5234
0.9647, 0.4364
-1.5457, 0.4364
-0.1461, 0.9259
-1.0350, 0.1879
0.3946, 0.0231
-0.7294, 1.1598
0.6916, -0.4447
-1.0871, -0.0861
0.3989, 0.9059
-0.1804, 1.4114
0.6603, -0.5067
-1.0582, -0.6859
0.8046, 1.0289
-0.8212, 1.3405
1.0354, -0.4973
1.3959, 1.1479
1.5008, -0.7750
-0.8800, -0.7750
-1.1595, 0.4605
-0.6285, 0.2618
0.5830, 1.5672
-0.7081, 0.9523
1.3783, -0.2896
-0.9283, 0.1409
0.8898, 0.4113
-0.9467, 1.3137
0.7227, -0.5039
-0.9725, -0.8976
0.7011, 1.0219
-1.0615, 1.1841
1.6129, -0.5226
0.4874, 0.3956
0.2378, -0.2880
-1.4048, -0.2880
-0.8226, 0.8299
-1.3348, -0.3081
0.4261, 0.8597
-0.3617, 1.2270
1.2564, 0.1871
-1.6454, -0.3769
0.3828, 1.1851
-1.1863, 0.9058
0.7894, -0.0789
-0.7243, -0.0427
0.9910, -0.0297
-1.3335, 1.0362
0.8600, -0.7113
0.7138, 1.1876
1.0809, 0.0909
-1.1168, 0.0909
-0.7436, 0.9807
-1.1530, 0.3426
0.5633, 0.6890
-0.7202, 1.0144
0.7811, -0.4237
-1.7275, -0.5116
0.4605, 0.8477
-0.9096, 0.9811
0.8130, -1.0162
-0.9881, -0.3631
0.2131, 0.5941
-0.8864, 1.1194
1.2521, -0.8236
0.8115, -0.0347
1.1491, 0.0585
0.0090, 0.0585
-0.5738, 0.7036
-1.3402, -0.4722
0.6534, 0.9839
-0.3833, 0.9376
0.8724, -0.1554
-1.0918, -0.0744
0.0361, 0.9358
-0.3953, 0.9758
0.8655, -0.0645
-1.1580, -0.4689
0.6638, 0.6781
-0.2103, 0.8440
1.2189, -0.4501
0.5174, -0.4158
0.7186, -0.1071
-1.3903, -0.1071
-0.4946, 0.7669
-0.7974, -0.4761
0.0308, -0.2251
0.1811, 1.2701
0.8000, -0.3757
-1.8914, -0.6112
0.5669, 1.0031
-0.8814, 0.8063
0.5867, 0.2596
-0.8290, 0.1366
0.5201, 1.4148
-0.7349, 1.2554
1.2207, 0.0475
0.6714, 0.3149
0.2269, 0.1125
-1.3683, 0.1125
-1.1552, 0.7226
-1.6551, -0.3061
0.3969, 1.2853
-0.9375, 1.3069
1.0749, -0.4611
-1.0292, -0.5639
0.0688, 0.3063
-0.9471, 0.9157
1.0563, -0.3077
-1.7664, -0.0788
0.5057, 0.6337
-0.5699, 1.5521
0.6621, -0.4739
0.4098, 1.2165
0.8500, -0.5890
-1.7075, -0.5890
-0.4589, 1.2183
-1.6264, -0.6953
0.7838, 0.2300
-0.9247, 1.1652
1.1271, -0.2478
-1.0539, -0.3212
0.4171, 0.5767
-1.2986, 0.8293
1.1351, -0.8711
-0.2342, 0.2489
0.6434, 0.6925
-0.5895, 1.3321
0.6995, -0.8792
0.7966, 1.3234
0.8212, -0.1975
-1.1768, -0.1975
-0.8895, 0.9585
-0.4426, -0.2248
0.4903, 0.3406
-0.9202, 1.3804
1.5990, -0.5584
-1.6488, -0.4037
0.9980, 1.0677
-0.6881, 0.8576
0.6510, -0.5665
-0.8760, -0.2027
0.7525, 1.1777
-0.5897, 1.2491
1.0303, -0.3567
0.7987, 1.0997
0.8024, -0.1881
-1.6076, -0.1881
-0.7304, 0.9811
-0.8828, -0.3732
0.8543, 1.3627
-0.7529, 0.8295
0.9564, -0.0727
-0.7014, 0.2476
0.9356, 0.4635
-1.1025, 1.1053
-0.1511, 0.0499
-0.6717, -0.1374
-0.0217, 1.3023
-0.5295, 0.8963
0.6028, -0.4861
1.0961, 0.8250
0.9129, 0.0312
-1.7611, 0.0312
-0.6785, 0.7986
-0.5503, -0.1783
0.5638, 1.0491
-0.5144, 0.7070
1.4535, -0.6123
-1.1324, -0.2597
0.5051, 1.0613
-0.6194, 1.3735
0.2787, -0.6261
-0.7925, -0.1238
0.4868, 0.3584
-0.5034, 0.9265
1.2213, -0.5163
